UNIQUE_CARRIER:14070:<string>,ORIGIN:14070:<string>,origin_passengers:14070:<double>
MX,AHN,388
MX,ALB,408
MX,AMA,126
MX,ATL,1507
MX,ATW,79
MX,AUS,890
MX,AVL,32
MX,AVP,25537
MX,BAF,50
MX,BDL,288040
MX,BED,1326
MX,BFI,98
MX,BFM,4189
MX,BGR,5541
MX,BHM,429
MX,BIL,97
MX,BMG,255
MX,BMI,130
MX,BNA,846
MX,BOI,128
MX,BRO,90
MX,BTR,1479
MX,BTV,26897
MX,BUF,124
MX,BWI,636
MX,BZN,237
MX,CAE,746
MX,CAK,134352
MX,CDC,90
MX,CHA,40
MX,CHO,2104
MX,CHS,340173
MX,CID,252
MX,CKB,301
MX,CLL,1651
MX,CLT,385
MX,CMH,51198
MX,CMI,609
MX,COS,118
MX,COU,643
MX,CPS,107
MX,CRW,19323
MX,CSG,303
MX,CVG,41464
MX,CWA,46
MX,DAB,1432
MX,DAL,523
MX,DAY,406
MX,DEN,6897
MX,DFW,6640
MX,DLH,63
MX,DSM,230
MX,DTW,80
MX,ECP,35
MX,ELM,98
MX,ELP,63
MX,ERI,1712
MX,EUG,285
MX,EVV,7336
MX,EWN,12446
MX,EWR,3405
MX,FLL,279
MX,FOE,337
MX,FSD,208
MX,FTW,497
MX,FWA,34
MX,GCM,43
MX,GEG,184
MX,GFK,304
MX,GJT,12645
MX,GNV,2609
MX,GPT,22859
MX,GRB,116
MX,GRR,228
MX,GSO,346
MX,GSP,22901
MX,GTR,128
MX,HOU,619
MX,HPN,83395
MX,HSV,36987
MX,HVN,4334
MX,IAD,8322
MX,ICT,1563
MX,ILM,137
MX,IND,745
MX,INT,606
MX,ISP,51181
MX,ITH,32
MX,JAX,100192
MX,LAF,427
MX,LAN,5675
MX,LAS,123689
MX,LAX,86226
MX,LBB,434
MX,LEX,1100
MX,LFT,181
MX,LIT,98
MX,LNK,963
MX,LNS,2370
MX,LWB,112
MX,MCO,260830
MX,MDT,65
MX,MEM,440
MX,MFR,97
MX,MGM,105
MX,MHK,434
MX,MHT,13413
MX,MIA,307
MX,MKC,218
MX,MKE,636
MX,MQT,79
MX,MSL,98
MX,MSN,23361
MX,MSP,557
MX,MSY,107415
MX,MTJ,458
MX,MYR,48954
MX,NAS,155
MX,OAK,136
MX,OGD,15330
MX,OGS,1880
MX,OKC,656
MX,OMA,532
MX,ORD,762
MX,ORF,206211
MX,ORH,90
MX,PAE,35
MX,PBG,14484
MX,PBI,17499
MX,PDX,50
MX,PGV,139
MX,PHF,134
MX,PHL,682
MX,PHX,45339
MX,PIT,100785
MX,PNS,4137
MX,PSC,92
MX,PSM,3252
MX,PSP,50
MX,PTK,80
MX,PUW,355
MX,PVD,292853
MX,PVU,134230
MX,PWM,61978
MX,RDU,188088
MX,RIC,141275
MX,RNO,46
MX,ROA,405
MX,ROC,227
MX,ROW,93
MX,RSW,175214
MX,SAN,42280
MX,SAT,180
MX,SAV,21170
MX,SBD,20003
MX,SBN,4897
MX,SCE,957
MX,SDF,38714
MX,SFB,179
MX,SFO,81936
MX,SGU,66
MX,SJC,127
MX,SLC,220
MX,SMF,131
MX,SNA,115063
MX,SPI,15611
MX,SRQ,37445
MX,STL,307
MX,STS,56
MX,SUX,68
MX,SWF,24094
MX,SWO,200
MX,SYR,46641
MX,TCL,901
MX,TLH,909
MX,TPA,276800
MX,TTN,173
MX,TUL,183
MX,TUP,724
MX,TUS,92
MX,TYS,757
MX,VRB,88451
MX,XNA,30445
MX,YIP,398
MX,YNG,96
N0,ATH,26496
N0,BER,43343
N0,CDG,116870
N0,FCO,69438
N0,JFK,200180
N0,LAX,42317
N0,MIA,31951
N0,OSL,37230
N0,RZE,602
N3,GUA,695
N3,IAD,90328
N3,IAH,23256
N3,JFK,21209
N3,LAX,77453
N3,MIA,25318
N3,OAK,24000
N3,ONT,682
N3,ORD,498
N3,SAL,247758
N3,SAP,21943
N8,1FL,0
N8,AEX,0
N8,AFW,161
N8,ANC,0
N8,ATH,0
N8,ATL,78
N8,AUS,0
N8,AVB,0
N8,AZA,0
N8,BDA,127
N8,BDL,0
N8,BED,956
N8,BFI,70
N8,BFK,0
N8,BFM,0
N8,BGI,0
N8,BGR,0
N8,BIF,124
N8,BKK,0
N8,BKL,77
N8,BNA,81
N8,BOG,0
N8,BOI,0
N8,BOS,353
N8,BUF,48
N8,BUR,76
N8,BWI,286
N8,CAN,0
N8,CGO,0
N8,CHS,0
N8,CLL,78
N8,CNW,0
N8,CPH,0
N8,CTU,0
N8,CVG,0
N8,DAB,148
N8,DAL,116
N8,DAY,219
N8,DEN,55
N8,DFW,0
N8,DLH,0
N8,DMA,0
N8,DNA,0
N8,DOV,0
N8,DSM,163
N8,DYS,0
N8,EDF,0
N8,EDW,0
N8,EIL,0
N8,ELP,0
N8,EUG,233
N8,EWR,0
N8,FAI,0
N8,FLL,444
N8,FOR,139
N8,FSD,0
N8,GDL,0
N8,GNV,50
N8,GRR,224
N8,GSB,0
N8,GSP,0
N8,GUA,0
N8,GUM,0
N8,GYY,0
N8,HAJ,0
N8,HAN,0
N8,HHN,0
N8,HIF,0
N8,HKG,0
N8,HNL,0
N8,HOP,0
N8,HOU,140
N8,IAD,0
N8,IAH,0
N8,ICN,0
N8,IND,402
N8,ISP,81
N8,JAX,0
N8,JFK,111
N8,KWI,0
N8,LAL,0
N8,LAS,79
N8,LAW,0
N8,LAX,280
N8,LCK,238
N8,LEJ,0
N8,LFI,0
N8,LGG,195
N8,LIM,0
N8,LSV,0
N8,MAO,491
N8,MBJ,406
N8,MCO,499
N8,MDW,128
N8,MGM,531
N8,MIA,951
N8,MIB,0
N8,MKE,122
N8,MNL,0
N8,MSP,0
N8,MSY,69
N8,MTY,0
N8,MXP,0
N8,MYR,0
N8,N1C,0
N8,NAN,0
N8,NGO,0
N8,NGU,164
N8,NLU,0
N8,NRT,0
N8,NTD,0
N8,NUW,0
N8,NZY,0
N8,OKO,0
N8,ONT,0
N8,OPF,0
N8,ORB,0
N8,ORD,103
N8,OSN,0
N8,PAM,0
N8,PAP,0
N8,PBI,211
N8,PDX,0
N8,PHL,78
N8,PHX,79
N8,PIK,0
N8,POB,0
N8,POS,0
N8,PTY,0
N8,PVD,78
N8,PVG,0
N8,RCA,0
N8,RFD,316
N8,RIC,225
N8,RIV,0
N8,RMS,72
N8,RNO,0
N8,ROZ,0
N8,RQK,0
N8,SAL,0
N8,SAT,0
N8,SCL,0
N8,SDF,450
N8,SEA,0
N8,SFB,0
N8,SFJ,234
N8,SFO,61
N8,SGN,0
N8,SIN,0
N8,SJC,74
N8,SJK,0
N8,STL,116
N8,STR,0
N8,SUU,0
N8,SWF,0
N8,SYR,118
N8,TCL,173
N8,TCM,0
N8,TIK,0
N8,TLH,82
N8,TLS,0
N8,TOL,0
N8,TPA,0
N8,TUL,129
N8,TUS,211
N8,TYS,0
N8,UAM,0
N8,UIO,0
N8,VAD,0
N8,VCP,0
N8,VIE,0
N8,WAW,0
N8,WRI,0
N8,YIP,0
N8,YMX,0
N8,YVR,197
N8,YYR,0
N8,YYZ,0
N8,ZAZ,0
NC,AKN,0
NC,ANC,0
NC,ANI,0
NC,BET,0
NC,BGI,0
NC,BOG,0
NC,BRW,0
NC,DLG,0
NC,EWR,0
NC,FAI,0
NC,GEO,0
NC,GUA,0
NC,HAV,0
NC,HNL,0
NC,KIN,0
NC,LAX,0
NC,LIM,0
NC,MIA,0
NC,OME,0
NC,OTZ,0
NC,PAP,0
NC,PBM,0
NC,PHX,0
NC,POS,0
NC,PTY,0
NC,RDB,0
NC,RNO,0
NC,RSW,0
NC,SCC,0
NC,SCL,0
NC,SDQ,0
NC,SEA,0
NC,SJO,0
NC,SJU,0
NC,SLC,0
NC,UNK,0
NEW,BID,11523
NEW,WST,11755
NH,HND,624802
NH,HNL,299306
NH,IAD,60501
NH,IAH,63975
NH,JFK,128491
NH,LAX,190010
NH,NRT,415150
NH,ORD,120034
NH,SEA,49760
NH,SFO,126716
NIQ,ATH,2
NIQ,AUS,0
NIQ,BED,3
NIQ,BOS,12
NIQ,BQH,12
NIQ,DTW,2
NIQ,EWR,5
NIQ,GVA,6
NIQ,JMK,2
NIQ,LBG,14
NIQ,LTN,13
NIQ,MCO,4
NIQ,MDW,3
NIQ,MLA,2
NIQ,MSY,5
NIQ,NAP,3
NIQ,OPF,5
NIQ,OSL,2
NIQ,PBI,0
NIQ,PIE,4
NIQ,RNO,5
NIQ,SOF,2
NIQ,SXM,4
NIQ,TEB,24
NIQ,TWF,1
NIQ,VIE,1
NIQ,ZRH,8
NK,ABQ,63942
NK,ACY,438192
NK,ATL,1675457
NK,AUA,34783
NK,AUS,166964
NK,AXM,22813
NK,BAQ,57960
NK,BDL,88497
NK,BGA,2739
NK,BHM,9132
NK,BNA,552251
NK,BOG,99986
NK,BOI,66485
NK,BOS,999189
NK,BUR,231300
NK,BWI,1074368
NK,CAP,44808
NK,CHS,162508
NK,CLE,161670
NK,CLO,50291
NK,CLT,749876
NK,CMH,378299
NK,CTG,76237
NK,CUN,426093
NK,DEN,6521
NK,DFW,1680976
NK,DTW,1682091
NK,ELP,174
NK,EWR,1639988
NK,FLL,5415906
NK,GUA,138763
NK,GYE,58188
NK,IAH,1679723
NK,IND,363294
NK,JAX,351
NK,KIN,62447
NK,LAS,3954404
NK,LAX,1888188
NK,LBE,74043
NK,LFT,97
NK,LGA,1353726
NK,LIM,5133
NK,LIT,175
NK,MBJ,79684
NK,MCI,244741
NK,MCO,3852075
NK,MDE,148547
NK,MEM,127807
NK,MGA,40725
NK,MHT,16567
NK,MIA,867628
NK,MKE,102837
NK,MSP,166967
NK,MSY,792016
NK,MYR,643964
NK,OAK,399278
NK,OKC,507
NK,ONT,187
NK,ORD,1481159
NK,ORF,119645
NK,PAP,34324
NK,PBI,73075
NK,PDX,246064
NK,PHL,857291
NK,PHX,182901
NK,PIT,481230
NK,PNS,130713
NK,PUJ,149424
NK,RDU,73038
NK,RIC,155068
NK,RNO,157676
NK,ROC,65559
NK,RSW,360070
NK,SAL,42603
NK,SAN,409643
NK,SAP,141845
NK,SAT,317674
NK,SDF,135956
NK,SDQ,125284
NK,SEA,156921
NK,SJC,358461
NK,SJO,209672
NK,SJU,738947
NK,SLC,193237
NK,SMF,245350
NK,SNA,180987
NK,SRQ,151
NK,STI,36051
NK,STL,60598
NK,STT,133334
NK,STX,33393
NK,SXM,35653
NK,TLH,43
NK,TPA,862177
NK,XPL,69964
NLQ,ABE,141
NLQ,ACY,5
NLQ,AGS,81
NLQ,ANC,326
NLQ,BNA,35
NLQ,BOS,72
NLQ,CHS,0
NLQ,CVG,1
NLQ,DHN,0
NLQ,DTW,0
NLQ,EWR,575
NLQ,FXE,0
NLQ,IAD,297
NLQ,MCO,5
NLQ,MKG,6
NLQ,SAV,0
NLQ,TEB,9
NLQ,TPA,5
NLQ,YFB,104
NLQ,YHM,578
NLQ,YHU,4
NLQ,YMX,13
NLQ,YOW,304
NLQ,YUL,9
NLQ,YWG,292
NLQ,YYZ,150
NLQ,YZF,220
NOS,JFK,43799
NOS,MXP,39308
NOS,PMO,7897
NZ,AKL,350420
NZ,HNL,34308
NZ,IAH,70958
NZ,JFK,20169
NZ,LAX,130593
NZ,ORD,5130
NZ,SFO,61473
OG,BOS,49023
OG,BWI,50893
OG,IAD,41145
OG,KEF,202849
OG,SWF,49938
OH,ABE,67554
OH,AGS,86976
OH,ALB,62051
OH,ATL,147018
OH,AUS,1825
OH,AVL,109666
OH,AVP,15832
OH,BDL,84286
OH,BGR,46112
OH,BHM,227270
OH,BNA,143132
OH,BOS,166
OH,BTR,114827
OH,BTV,104649
OH,BUF,47916
OH,BWI,2560
OH,CAE,121880
OH,CAK,92548
OH,CHA,87850
OH,CHO,4341
OH,CHS,107237
OH,CID,37283
OH,CLE,83085
OH,CLL,62
OH,CLT,3646007
OH,CMH,84170
OH,CRW,76101
OH,CVG,143381
OH,DAB,72645
OH,DAY,216880
OH,DCA,1963437
OH,DFW,565526
OH,DSM,26475
OH,DTW,63351
OH,ECP,65498
OH,ELH,8297
OH,ERI,0
OH,EVV,553
OH,EWN,1396
OH,FAY,35513
OH,FLL,102
OH,FLO,73
OH,FPO,2632
OH,FSM,66
OH,FWA,9477
OH,GGT,10413
OH,GNV,43498
OH,GPT,81317
OH,GRK,73
OH,GRR,38558
OH,GSO,148539
OH,GSP,223104
OH,HOU,9010
OH,HPN,143263
OH,HSV,143646
OH,IAD,107455
OH,IAH,2797
OH,ICT,17077
OH,ILM,120706
OH,IND,17583
OH,JAN,75103
OH,JAX,70481
OH,LAN,11659
OH,LEX,92669
OH,LFT,62597
OH,LIT,47104
OH,LYH,51
OH,MAF,125
OH,MCI,28334
OH,MDT,44138
OH,MEM,47595
OH,MGM,26628
OH,MHT,131831
OH,MIA,75
OH,MKE,51322
OH,MLB,75558
OH,MLI,43494
OH,MOB,1470
OH,MSN,64717
OH,MSP,40717
OH,MSY,42744
OH,MYR,140163
OH,OAJ,44615
OH,OKC,18620
OH,OMA,5119
OH,ORD,83
OH,ORF,187934
OH,PHF,523
OH,PHL,750280
OH,PIA,59098
OH,PIT,38566
OH,PNS,163817
OH,PVD,94662
OH,PWM,48269
OH,RDU,51241
OH,RIC,33609
OH,ROA,14476
OH,ROC,42063
OH,RSW,1968
OH,SAV,217857
OH,SBN,75053
OH,SCE,515
OH,SDF,100833
OH,SGF,60693
OH,SHV,105718
OH,SPS,289
OH,SRQ,23618
OH,STL,26007
OH,SYR,29388
OH,TLH,45201
OH,TRI,12350
OH,TUL,46044
OH,TVC,10355
OH,TYS,220547
OH,VPS,42949
OH,XNA,13197
OH,YQB,995
OH,YUL,47306
OH,YYZ,135301
OO,ABE,12975
OO,ABQ,231679
OO,ABR,23590
OO,ABY,28442
OO,ACA,936
OO,ACK,1587
OO,ACT,34507
OO,ACV,105114
OO,AEX,44306
OO,AGS,27068
OO,AGU,27311
OO,ALB,53630
OO,ALW,26816
OO,AMA,36550
OO,APN,11150
OO,ASE,349253
OO,ATL,477471
OO,ATW,204290
OO,AUS,195698
OO,AVL,40553
OO,AVP,2297
OO,AZO,53926
OO,BDL,4812
OO,BED,0
OO,BFF,12919
OO,BFL,79656
OO,BGR,9973
OO,BHM,94662
OO,BIH,9816
OO,BIL,79744
OO,BIS,117470
OO,BJC,0
OO,BJI,27608
OO,BJX,21352
OO,BLI,60176
OO,BNA,245184
OO,BOI,681331
OO,BOS,219
OO,BPT,25505
OO,BQK,35232
OO,BRD,15179
OO,BRO,35935
OO,BTL,0
OO,BTM,15768
OO,BTR,28999
OO,BTV,14943
OO,BUF,49463
OO,BUR,254200
OO,BWI,718
OO,BZN,123463
OO,CAE,42841
OO,CAK,46617
OO,CDC,10825
OO,CEF,0
OO,CGI,0
OO,CHA,49129
OO,CHO,38669
OO,CHS,24063
OO,CID,103361
OO,CIU,26479
OO,CLE,100439
OO,CLL,14001
OO,CLT,2394
OO,CMH,83098
OO,CMX,25825
OO,CNY,339
OO,COD,25291
OO,COS,262508
OO,COU,3872
OO,CPR,72738
OO,CRP,14217
OO,CRW,96252
OO,CSG,20936
OO,CVG,51584
OO,CWA,57
OO,CYS,27076
OO,DAL,194
OO,DAY,91801
OO,DCA,10422
OO,DDC,10162
OO,DEC,17257
OO,DEN,3061795
OO,DFW,1195697
OO,DHN,12228
OO,DIK,26143
OO,DLH,78367
OO,DRO,158008
OO,DSM,55882
OO,DTW,1523181
OO,DVL,13085
OO,EAR,3568
OO,EAU,739
OO,ECP,17840
OO,EFD,0
OO,EGE,84400
OO,EKO,12881
OO,ELM,41601
OO,ELP,137148
OO,ESC,16788
OO,EUG,151427
OO,EVV,24198
OO,EWR,72
OO,FAR,154424
OO,FAT,411405
OO,FAY,11702
OO,FCA,92690
OO,FLG,77784
OO,FMN,0
OO,FNL,0
OO,FNT,37339
OO,FOD,11054
OO,FOE,0
OO,FSD,158994
OO,FSM,8220
OO,FWA,137827
OO,GCC,30304
OO,GCK,8371
OO,GDL,36470
OO,GEG,351529
OO,GFK,59536
OO,GGG,23038
OO,GJT,124548
OO,GNV,0
OO,GPT,18690
OO,GRB,180290
OO,GRI,34543
OO,GRK,20240
OO,GRR,128638
OO,GSO,62302
OO,GSP,62967
OO,GTF,113584
OO,GUC,37110
OO,HDN,53385
OO,HIB,10402
OO,HLN,79821
OO,HMO,21046
OO,HOB,15525
OO,HOU,19400
OO,HPN,60556
OO,HRL,13248
OO,HSV,96227
OO,HYS,17538
OO,IAD,152242
OO,IAH,813488
OO,ICT,173667
OO,IDA,171430
OO,ILM,2418
OO,IMT,19479
OO,IND,69247
OO,INL,14265
OO,JAC,57112
OO,JAN,24496
OO,JAX,11161
OO,JFK,179455
OO,JLN,18362
OO,JMS,17534
OO,JST,17690
OO,KTN,4674
OO,LAF,0
OO,LAN,46897
OO,LAP,756
OO,LAR,17576
OO,LAS,130573
OO,LAW,38682
OO,LAX,2230724
OO,LBB,54138
OO,LBF,16527
OO,LBL,12169
OO,LCH,51791
OO,LEX,105085
OO,LFT,46946
OO,LGA,250689
OO,LGB,38325
OO,LIT,106274
OO,LNK,90206
OO,LRD,3314
OO,LSE,0
OO,LTO,14369
OO,LWS,55119
OO,MAF,158648
OO,MAO,0
OO,MBS,103865
OO,MCI,66636
OO,MCN,0
OO,MCO,43
OO,MCW,8337
OO,MDT,55346
OO,MDW,112410
OO,MEI,17841
OO,MEM,45707
OO,MFE,64979
OO,MFR,164875
OO,MGM,36316
OO,MGW,772
OO,MHK,121
OO,MIA,1
OO,MKE,280193
OO,MLI,77877
OO,MLU,8386
OO,MOB,12066
OO,MOT,116234
OO,MQT,12255
OO,MRY,186914
OO,MSN,136205
OO,MSO,70506
OO,MSP,1460118
OO,MSY,20269
OO,MTJ,41675
OO,MTY,72664
OO,MYR,2079
OO,MZT,5791
OO,OAK,83126
OO,OGD,126
OO,OKC,402561
OO,OMA,264883
OO,ONT,171592
OO,ORD,2828458
OO,ORF,22210
OO,OTH,20329
OO,PDX,643933
OO,PHL,12586
OO,PHX,1492537
OO,PIA,45237
OO,PIB,15813
OO,PIH,23753
OO,PIT,57544
OO,PLN,30899
OO,PNS,9673
OO,PRC,25277
OO,PSC,264012
OO,PSP,324338
OO,PUB,0
OO,PVD,36085
OO,PVR,4600
OO,PVU,13546
OO,PWM,28638
OO,RAP,120228
OO,RDD,77878
OO,RDM,216128
OO,RDU,60431
OO,RFD,62
OO,RHI,24804
OO,RIC,44916
OO,RIW,21624
OO,RKS,21564
OO,RNO,260876
OO,ROA,44188
OO,ROC,34041
OO,ROW,39160
OO,RST,40518
OO,RSW,0
OO,SAF,154659
OO,SAN,756969
OO,SAT,63220
OO,SAV,24678
OO,SBA,93611
OO,SBN,243139
OO,SBP,208677
OO,SCE,25564
OO,SDF,110310
OO,SEA,1779965
OO,SFB,0
OO,SFO,1890229
OO,SGF,125981
OO,SGU,159740
OO,SHR,29459
OO,SHV,34419
OO,SIT,4171
OO,SJC,534878
OO,SJD,12815
OO,SJT,16416
OO,SJU,0
OO,SLC,1916118
OO,SLN,20185
OO,SLP,17381
OO,SMF,506979
OO,SNA,257486
OO,SPI,0
OO,SPS,24381
OO,SRQ,2843
OO,STL,34287
OO,STS,178907
OO,SUN,104289
OO,SUX,27332
OO,SWO,25955
OO,SYR,71337
OO,TIJ,12263
OO,TLH,62
OO,TRI,9422
OO,TUL,203833
OO,TUS,481748
OO,TVC,68466
OO,TWF,31860
OO,TXK,14082
OO,TYR,41684
OO,TYS,91783
OO,VCT,14007
OO,VEL,1097
OO,VLD,3635
OO,VRB,0
OO,WYS,9565
OO,XNA,145733
OO,XWA,95887
OO,YEG,27967
OO,YLW,7192
OO,YOW,9342
OO,YQY,0
OO,YUL,24488
OO,YUM,52485
OO,YVR,185712
OO,YWG,72779
OO,YYC,49833
OO,YYJ,63359
OO,YYZ,102783
OO,ZIH,5192
OO,ZLO,8443
OS,EWR,85495
OS,IAD,60201
OS,JFK,55777
OS,ORD,73359
OS,VIE,271010
OZ,ANC,0
OZ,ATL,0
OZ,DFW,0
OZ,HNL,65167
OZ,ICN,733840
OZ,JFK,142062
OZ,LAX,290756
OZ,ORD,0
OZ,SEA,92735
OZ,SFO,105973
OZ,SPN,11789
PAF,DIO,199
PAF,OME,244
PD,BOS,9792
PD,EWR,20832
PD,FLL,65626
PD,IAD,3273
PD,LAS,46739
PD,LAX,50603
PD,MCO,79201
PD,MDW,4292
PD,MIA,14059
PD,PBI,2134
PD,PHX,8754
PD,PSP,654
PD,RSW,23537
PD,SAN,1299
PD,SFO,34778
PD,TPA,21915
PD,YHZ,3468
PD,YOW,73720
PD,YTZ,32835
PD,YUL,15744
PD,YYZ,276294
PFQ,CRK,0
PFQ,GGH,0
PFQ,GUM,0
PFQ,HKG,0
PFQ,HNL,0
PFQ,KOA,0
PFQ,KSA,0
PFQ,KWA,0
PFQ,LAX,0
PFQ,MAJ,0
PFQ,MNL,0
PFQ,PAE,0
PFQ,PNI,0
PFQ,PPG,0
PFQ,SEA,0
PFQ,SPN,0
PFQ,SYD,0
PFQ,TKK,0
PFQ,YAP,0
PO,AMA,0
PO,ANC,0
PO,CVG,0
PO,FAI,0
PO,GUS,0
PO,HKG,0
PO,ICN,0
PO,JFK,0
PO,LAX,0
PO,LEJ,0
PO,MIA,0
PO,NGO,0
PO,NRT,0
PO,ORD,0
PO,PVG,0
PR,GUM,47224
PR,HNL,55303
PR,JFK,34975
PR,LAX,199919
PR,MNL,466948
PR,SEA,8112
PR,SFO,96793
PT,ABE,238
PT,AEX,45
PT,AGS,43427
PT,ALB,75911
PT,ALO,731
PT,ART,21188
PT,AVL,35653
PT,AVP,116
PT,AZO,28
PT,BDL,24421
PT,BGR,24018
PT,BHM,1483
PT,BMI,1651
PT,BNA,6895
PT,BOS,55676
PT,BTV,2622
PT,BUF,30869
PT,BWI,112
PT,CAE,78531
PT,CAK,116
PT,CHA,65356
PT,CHO,111354
PT,CHS,160
PT,CID,330
PT,CLE,23319
PT,CLT,1384457
PT,CMH,5978
PT,CMI,931
PT,CVG,13309
PT,CWA,2523
PT,DAB,96
PT,DAY,1406
PT,DSM,7361
PT,DTW,2724
PT,ECP,48
PT,ERI,44881
PT,EVV,39057
PT,EWN,75108
PT,FAY,66943
PT,FLO,24904
PT,FNT,27
PT,FSD,2073
PT,FWA,59035
PT,GNV,45525
PT,GPT,46
PT,GRR,26358
PT,GSO,59843
PT,GSP,22020
PT,HSV,46132
PT,HTS,30876
PT,ILM,33555
PT,IND,1968
PT,JAN,35711
PT,LEX,1671
PT,LSE,676
PT,LYH,80366
PT,MCI,474
PT,MDT,133836
PT,MEM,44
PT,MGM,32930
PT,MHT,42511
PT,MKE,4957
PT,MOB,48077
PT,MSN,23829
PT,MYR,26707
PT,OAJ,39907
PT,ORD,158876
PT,ORF,32378
PT,PGV,39765
PT,PHF,67730
PT,PHL,883528
PT,PIA,924
PT,PIT,8747
PT,PNS,43
PT,PVD,11164
PT,PWM,12758
PT,RDU,256
PT,RIC,83374
PT,ROA,128189
PT,ROC,71505
PT,RST,4009
PT,SAV,13499
PT,SBY,60463
PT,SCE,43579
PT,SDF,16234
PT,SPI,624
PT,STL,355
PT,SYR,52781
PT,TLH,27390
PT,TRI,76939
PT,TVC,7249
PT,TYS,32020
PT,YQB,1328
PT,YUL,40778
PT,YYZ,53918
PTQ,ALB,0
PTQ,BOS,1
PTQ,BWI,10
PTQ,EXT,1
PTQ,FAB,6
PTQ,FLL,2
PTQ,IAD,1
PTQ,LEE,3
PTQ,LEX,4
PTQ,LTN,26
PTQ,MAD,25
PTQ,MIA,2
PTQ,NAP,10
PTQ,NAS,1
PTQ,NCE,0
PTQ,OPF,23
PTQ,ORL,0
PTQ,PBI,0
PTQ,PSM,7
PTQ,TEB,34
PTQ,ZRH,2
PY,AUA,5391
PY,GEO,10459
PY,MIA,15776
Q5,ANC,6
Q5,CKX,12
Q5,CZN,125
Q5,EAA,5
Q5,FAI,176
Q5,HKB,116
Q5,TKJ,394
Q6,GUA,40878
Q6,IAD,588
Q6,JFK,7275
Q6,LAX,38867
Q6,SAL,9458
QF,AKL,37760
QF,ANC,0
QF,BNE,57731
QF,DFW,82710
QF,HNL,51300
QF,IAH,236
QF,JFK,34275
QF,LAX,258216
QF,MEL,110538
QF,ORD,0
QF,PVG,0
QF,SFO,22607
QF,SYD,264036
QF,YVR,220
QFX,ACH,6
QFX,AGS,2
QFX,ANC,6
QFX,ANU,0
QFX,BGR,3
QFX,BJC,16
QFX,BKL,9
QFX,BNA,9
QFX,BOI,1
QFX,BOS,5
QFX,BUD,5
QFX,CLT,7
QFX,CUN,0
QFX,DEN,6
QFX,DTW,7
QFX,EWR,15
QFX,FAB,4
QFX,FLL,2
QFX,FRG,0
QFX,GFK,1
QFX,GTF,2
QFX,GVA,5
QFX,IAD,79
QFX,IAH,17
QFX,IST,5
QFX,KEF,0
QFX,LAS,1
QFX,LAX,3
QFX,LBG,19
QFX,LEB,21
QFX,LTN,7
QFX,LYS,0
QFX,MAD,11
QFX,MCO,8
QFX,MDW,6
QFX,MIA,5
QFX,MKE,6
QFX,MRY,3
QFX,MSP,5
QFX,MXP,2
QFX,NCE,14
QFX,OPF,40
QFX,OSH,7
QFX,PBI,2
QFX,PDK,7
QFX,PHL,15
QFX,PIE,7
QFX,PRG,5
QFX,PSP,0
QFX,PWK,8
QFX,RDU,9
QFX,RIC,6
QFX,RSW,7
QFX,SAV,0
QFX,SFO,5
QFX,SID,2
QFX,SJC,21
QFX,SJD,4
QFX,SKB,2
QFX,SUN,29
QFX,TEB,62
QFX,TER,1
QFX,TOS,5
QFX,TTN,8
QFX,VIE,0
QFX,VNY,8
QFX,YQX,1
QFX,YVR,2
QFX,YYZ,0
QK,ATL,67032
QK,AUS,370
QK,BDL,13939
QK,BNA,6647
QK,BOS,106757
QK,BTV,0
QK,BWI,4461
QK,CHS,9619
QK,CLE,27421
QK,CLT,39339
QK,CMH,22944
QK,CVG,25958
QK,DCA,153419
QK,DEN,20414
QK,DFW,7012
QK,DTW,55357
QK,EWR,229956
QK,IAD,62412
QK,IND,15059
QK,JFK,61147
QK,LAX,5312
QK,LGA,322058
QK,MCI,7039
QK,MSP,69434
QK,MSY,3526
QK,ORD,59459
QK,PDX,76014
QK,PHL,79698
QK,PHX,21549
QK,PIT,38276
QK,RDU,56690
QK,ROC,0
QK,SAN,60878
QK,SEA,93015
QK,SFO,46498
QK,SMF,27204
QK,STL,39466
QK,YBG,0
QK,YEG,17545
QK,YHZ,31848
QK,YOW,20237
QK,YQB,78
QK,YUL,546630
QK,YVR,326348
QK,YYZ,976076
QR,ATL,94482
QR,BOS,99651
QR,DFW,183341
QR,DOH,1438070
QR,IAD,156707
QR,IAH,91812
QR,JFK,262312
QR,LAX,119888
QR,MIA,119681
QR,ORD,102331
QR,SEA,102181
QR,SFO,91392
QT,BAQ,0
QT,BOG,0
QT,EZE,0
QT,GUA,0
QT,JFK,0
QT,LAX,0
QT,LIM,0
QT,MDE,0
QT,MIA,0
QT,NLU,0
QT,PTY,0
QT,SAL,0
QT,SAP,0
QT,SCL,0
QT,SDQ,0
QT,SJO,0
QT,SJU,0
QT,UIO,0
QX,ABQ,25783
QX,AKN,9861
QX,ALW,10019
QX,AMA,75
QX,ANC,228073
QX,BET,3883
QX,BIL,71613
QX,BOI,258447
QX,BRW,2002
QX,BUR,17248
QX,BZN,51056
QX,DFW,188
QX,DLG,16227
QX,EAT,44447
QX,ELP,23614
QX,EUG,86775
QX,FAI,117210
QX,FAT,14072
QX,FCA,70966
QX,GEG,215736
QX,GTF,20374
QX,HDN,2099
QX,HLN,21586
QX,ICT,20534
QX,IDA,38435
QX,LAS,99921
QX,LAX,131187
